PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text,Predicted_Cancer_Type
PREDISPOSES,FZD7 gene|FZD7,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FZD7 gene|FZD7 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,cisplatin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,cisplatin Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Kynurenine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Kynurenine Malignant neoplasm of breast,Female Breast Cancer
COMPLICATES,ZFPM2-AS1 gene|ZFPM2-AS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ZFPM2-AS1 gene|ZFPM2-AS1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Visual Accommodation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Visual Accommodation Malignant neoplasm of breast,Female Breast Cancer
CAUSES,mTOR Inhibitor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,mTOR Inhibitor Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Biological Markers,Female Breast Carcinoma,0.0049950049950049,Female Breast Cancer,Other,Biological Markers Female Breast Carcinoma,Female Breast Cancer
COMPLICATES,CTHRC1 gene|CTHRC1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CTHRC1 gene|CTHRC1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Crown-Like Structures of the Breast,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,Crown-Like Structures of the Breast Invasive carcinoma of breast,Female Breast Cancer
AUGMENTS,UBR1 gene|UBR1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,UBR1 gene|UBR1 Malignant neoplasm of breast,Female Breast Cancer
CAUSES,NMU,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,NMU Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,xanthomicrol,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,xanthomicrol Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Crown-Like Structures of the Breast,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Crown-Like Structures of the Breast Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"HLA Class I Histocompatibility Antigen, Alpha Chain G",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Immunologic Factor,"HLA Class I Histocompatibility Antigen, Alpha Chain G Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,"Receptors, Adrenergic, beta-1|ADRB1",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,"Receptors, Adrenergic, beta-1|ADRB1 Malignant neoplasm of breast",Female Breast Cancer
AFFECTS,angiotensin converting enzyme 2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Enzyme,angiotensin converting enzyme 2 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,"YAP1 protein, human|YAP1",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","YAP1 protein, human|YAP1 Malignant neoplasm of breast",Female Breast Cancer
AFFECTS,polyphenols,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,polyphenols HER2-positive carcinoma of breast,Female Breast Cancer
AFFECTS,Lipids,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Lipid,Lipids Breast Carcinoma,Female Breast Cancer
DISRUPTS,GPER1 gene|GPER1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,GPER1 gene|GPER1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,rasagiline,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,rasagiline Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,JMJD6 gene|JMJD6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,JMJD6 gene|JMJD6 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"Regulatory Sequences, Nucleic Acid",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,"Regulatory Sequences, Nucleic Acid Malignant neoplasm of breast",Female Breast Cancer
DISRUPTS,PPP2R2B gene|PPP2R2B,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Gene or Genome,PPP2R2B gene|PPP2R2B HER2-positive carcinoma of breast,Female Breast Cancer
DISRUPTS,cisplatin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,cisplatin Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Epidermal Growth Factor Receptor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Epidermal Growth Factor Receptor Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Neutrons,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Neutrons Breast Carcinoma,Female Breast Cancer
AFFECTS,HHEX gene|HHEX,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,HHEX gene|HHEX Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,ERRFI1 gene|ERRFI1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ERRFI1 gene|ERRFI1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Dietary Alcohol,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,Dietary Alcohol Invasive carcinoma of breast,Female Breast Cancer
AUGMENTS,"CD9 protein, human|CD9",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","CD9 protein, human|CD9 Malignant neoplasm of breast",Female Breast Cancer
DISRUPTS,ZFAS1 gene|ZFAS1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,ZFAS1 gene|ZFAS1 Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,"CREB1 protein, human|CREB1",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","CREB1 protein, human|CREB1 Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,mannose receptor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,mannose receptor Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,RCC2 gene|RCC2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,RCC2 gene|RCC2 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,HER2-targeting Agent,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,"Amino Acid, Peptide, or Protein",HER2-targeting Agent HER2-positive carcinoma of breast,Female Breast Cancer
AFFECTS,Anti-Angiogenesis Effect,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Anti-Angiogenesis Effect Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Volatile Organic Compounds,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Chemical,Volatile Organic Compounds Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
AFFECTS,gemcitabine,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,gemcitabine Triple Negative Breast Neoplasms,Female Breast Cancer
COMPLICATES,Obesity,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Obesity Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Pulmonary Metastasectomy,Carcinoma breast stage IV,0.0,Female Breast Cancer,Other,Pulmonary Metastasectomy Carcinoma breast stage IV,Female Breast Cancer
AUGMENTS,Epidermal Growth Factor Receptor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Epidermal Growth Factor Receptor Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,ATM,Hereditary Breast and Ovarian Cancer Syndrome,0.0,Female Breast Cancer,Other,ATM Hereditary Breast and Ovarian Cancer Syndrome,Female Breast Cancer
AFFECTS,Neoplasms by Site,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Neoplasms by Site Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,Systemic Therapy,Locally advanced breast cancer,0.0,Female Breast Cancer,Other,Systemic Therapy Locally advanced breast cancer,Female Breast Cancer
DISRUPTS,MST1 gene|MST1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MST1 gene|MST1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Alcohol dehydrogenase,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope",Alcohol dehydrogenase Breast Carcinoma,Female Breast Cancer
PREDISPOSES,TRIM6 gene|TRIM6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TRIM6 gene|TRIM6 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Tissue Inhibitor of Metalloproteinase-3|TIMP3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Tissue Inhibitor of Metalloproteinase-3|TIMP3 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,honokiol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,honokiol Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,HNF1A-AS1 gene|HNF1A-AS1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,HNF1A-AS1 gene|HNF1A-AS1 Triple Negative Breast Neoplasms,Female Breast Cancer
PREDISPOSES,Low BMI,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Low BMI Malignant neoplasm of breast,Female Breast Cancer
CAUSES,"CD274 protein, human|CD274",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","CD274 protein, human|CD274 Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,human MUC1 protein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",human MUC1 protein Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,ethanol,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,ethanol Breast Carcinoma,Female Breast Cancer
PREDISPOSES,GZMK gene|GZMK,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,GZMK gene|GZMK Malignant neoplasm of breast,Female Breast Cancer
CAUSES,pembrolizumab,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,pembrolizumab Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,COL10A1 gene|COL10A1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,COL10A1 gene|COL10A1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,CHAF1A wt Allele|KAT2B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CHAF1A wt Allele|KAT2B Malignant neoplasm of breast,Female Breast Cancer
CAUSES,IFNG gene|IFNG,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,IFNG gene|IFNG Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Nicotinate-nucleotide pyrophosphorylase (carboxylating),Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",Nicotinate-nucleotide pyrophosphorylase (carboxylating) Invasive carcinoma of breast,Female Breast Cancer
PREDISPOSES,lipid mediator,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Lipid,lipid mediator Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,High birth weight,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,High birth weight Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Mean score,Invasive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,Mean score Invasive carcinoma of breast,Female Breast Cancer
PREDISPOSES,VPS35 gene|VPS35,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,VPS35 gene|VPS35 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,water channel,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,water channel Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,TNFRSF11A gene|TNFRSF11A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TNFRSF11A gene|TNFRSF11A Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,LINC01977 gene|LINC01977,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,LINC01977 gene|LINC01977 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,vinorelbine,Carcinoma breast stage IV,0.0,Female Breast Cancer,Other,vinorelbine Carcinoma breast stage IV,Female Breast Cancer
CAUSES,Cytochrome P450|CYP2B6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Cytochrome P450|CYP2B6 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,DEGS1 wt Allele|DEGS1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,DEGS1 wt Allele|DEGS1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Atypical hyperplasia,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Atypical hyperplasia Breast Carcinoma,Female Breast Cancer
AFFECTS,Second line treatment,HER2-positive carcinoma of breast,0.0089910089910089,Female Breast Cancer,Other,Second line treatment HER2-positive carcinoma of breast,Female Breast Cancer
AFFECTS,WNT7B gene|WNT7B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,WNT7B gene|WNT7B Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Biological Markers,malignant neoplasm of breast staging,0.0,Female Breast Cancer,Other,Biological Markers malignant neoplasm of breast staging,Female Breast Cancer
CAUSES,Reactive Nitrogen Species,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Reactive Nitrogen Species Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Programmed cell death ligand 1,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Programmed cell death ligand 1 Triple Negative Breast Neoplasms,Female Breast Cancer
AUGMENTS,CYTOR gene|CYTOR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CYTOR gene|CYTOR Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Vitamin supplementation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Vitamin supplementation Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,MIR506 wt Allele,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,MIR506 wt Allele Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,MIR31HG gene|MIR31HG,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MIR31HG gene|MIR31HG Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,MIR31HG gene|MIR31HG,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MIR31HG gene|MIR31HG Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,NF-kappa B,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,NF-kappa B Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,MTERF3 gene|MTERF3,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Gene or Genome,MTERF3 gene|MTERF3 Breast Carcinoma,Female Breast Cancer
AFFECTS,bisphenol A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,bisphenol A Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,lutein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,lutein Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,GAS5 gene|GAS5,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,GAS5 gene|GAS5 Malignant neoplasm of breast,Female Breast Cancer
CAUSES,estrogen receptor-positive breast cancer,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",estrogen receptor-positive breast cancer Malignant neoplasm of breast,Female Breast Cancer
CAUSES,voacamine,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,voacamine Breast Carcinoma,Female Breast Cancer
AUGMENTS,GLUCOSE-6-PHOSPHATASE,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Carbohydrate,GLUCOSE-6-PHOSPHATASE Triple Negative Breast Neoplasms,Female Breast Cancer
CAUSES,atmospheric pollution,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",atmospheric pollution Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Sphingolipids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Lipid,Sphingolipids Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,directive therapy,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,directive therapy Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
AFFECTS,Pathologic Neovascularization,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,"Element, Ion, or Isotope",Pathologic Neovascularization Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,"3,3'-diindolylmethane",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,"3,3'-diindolylmethane Malignant neoplasm of breast",Female Breast Cancer
AUGMENTS,PFKFB4 gene|PFKFB4,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Gene or Genome,PFKFB4 gene|PFKFB4 Triple Negative Breast Neoplasms,Female Breast Cancer
DISRUPTS,Interferon-alpha,Triple Negative Breast Neoplasms,0.0189810189810189,Female Breast Cancer,Other,Interferon-alpha Triple Negative Breast Neoplasms,Female Breast Cancer
AFFECTS,Biological Response Modifiers,estrogen receptor-positive breast cancer,0.0089910089910089,Female Breast Cancer,Other,Biological Response Modifiers estrogen receptor-positive breast cancer,Female Breast Cancer
AFFECTS,Metastatic malignant neoplasm to brain,Luminal B Breast Carcinoma,0.0,Female Breast Cancer,Neoplastic Process,Metastatic malignant neoplasm to brain Luminal B Breast Carcinoma,Female Breast Cancer
CAUSES,Angiogenesis Inhibitors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Angiogenesis Inhibitors Malignant neoplasm of breast,Female Breast Cancer
